"plate","state","license_type","summons_number","issue_date","violation_time","violation","precinct","county","issuing_agency"
"LGN3897","PA","PAS","9147445300","08/05/2024","11:14A","NO PARKING-STREET CLEANING","009","NY","TRAFFIC"
"TGZ7559","VA","PAS","9147453849","08/22/2024","05:51P","NO STANDING-COMM METER ZONE","014","NY","TRAFFIC"
"G5596L","FL","PAS","9147474026","08/20/2024","08:38A","NO PARKING-STREET CLEANING","006","NY","TRAFFIC"
"713UHS","CT","PAS","9147477039","08/09/2024","02:09P","FIRE HYDRANT","007","NY","TRAFFIC"
"3580377","IN","PAS","9147494130","08/23/2024","08:22A","DOUBLE PARKING","001","NY","TRAFFIC"
"W86NCY","NJ","PAS","9147570374","08/07/2024","11:00A","VIN OBSCURED","043","BX","TRAFFIC"
"5401862","ME","PAS","9147591870","08/06/2024","03:37P","DETACHED TRAILER","052","BX","TRAFFIC"
"T00JQF","FL","PAS","9147598300","09/11/2024","03:11A","FIRE HYDRANT","067","K","TRAFFIC"
"LBZ5876","NY","PAS","9147643766","01/16/2026","04:14P","FIRE HYDRANT","083","K","TRAFFIC"
"LC25420","DE","PAS","9147672869","08/16/2024","09:34P","CROSSWALK","113","Q","TRAFFIC"
"K36MHV","NJ","PAS","9147708566","08/13/2024","11:53A","NO PARKING-DAY/TIME LIMITS","115","Q","TRAFFIC"
"LSM3669","PA","PAS","9147739496","08/31/2024","02:04P","FIRE HYDRANT","001","NY","TRAFFIC"
"BLANKPLATE","99","999","9147789220","09/20/2024","12:04P","NO PARKING-STREET CLEANING","048","BX","TRAFFIC"
"JZP28F","NJ","PAS","9147815279","08/03/2024","07:05A","SIDEWALK","102","Q","TRAFFIC"
"7XQX193","CA","PAS","9147820366","08/17/2024","08:28A","FIRE HYDRANT","100","Q","TRAFFIC"
"D31120K","AL","PAS","9147838863","09/14/2024","08:43A","FAIL TO DSPLY MUNI METER RECPT","103","Q","TRAFFIC"
"MNY1537","PA","PAS","9147848571","08/15/2024","11:25A","FAIL TO DSPLY MUNI METER RECPT","104","Q","TRAFFIC"
"1UL643","WV","PAS","9147918081","09/11/2024","02:06P","FIRE HYDRANT","106","Q","TRAFFIC"
"REQ9381","GA","PAS","9147969878","08/20/2024","03:27P","FAIL TO DSPLY MUNI METER RECPT","005","NY","TRAFFIC"
"5511B","NY","COM","9147975623","08/08/2024","04:05P","NO STANDING-DAY/TIME LIMITS","001","NY","TRAFFIC"
"XQYX34","NJ","PAS","9147979161","08/23/2024","02:23P","SAFETY ZONE","005","NY","TRAFFIC"
"XHER75","NJ","PAS","9147983814","08/29/2024","01:58P","FRONT OR BACK PLATE MISSING","014","NY","TRAFFIC"
"U67SFN","NJ","PAS","9148030004","08/05/2024","10:43A","CROSSWALK","026","NY","TRAFFIC"
"BN75316","IL","PAS","9148062169","08/17/2024","06:38A","FIRE HYDRANT","023","NY","TRAFFIC"
"XHXH50","NJ","PAS","9148063540","08/22/2024","01:13P","FAIL TO DSPLY MUNI METER RECPT","020","NY","TRAFFIC"
"BLANKPLATE","99","999","9148080755","08/12/2024","01:59P","NO STANDING-BUS STOP","052","BX","TRAFFIC"
"MDS9084","PA","PAS","9148087166","08/15/2024","12:43P","FIRE HYDRANT","046","BX","TRAFFIC"
"NHWI81","FL","PAS","9148097354","08/12/2024","08:20A","FIRE HYDRANT","071","K","TRAFFIC"
"BH82308","NY","TRL","9148097950","08/13/2024","06:25A","DETACHED TRAILER","071","K","TRAFFIC"
"573ZNY","CT","PAS","9148211552","08/10/2024","01:04P","FIRE HYDRANT","001","NY","TRAFFIC"
"P80ZY0","NJ","PAS","9148241910","08/14/2024","10:48A","FIRE HYDRANT","024","NY","TRAFFIC"
"MFG2832","PA","PAS","9148255051","08/07/2024","09:23A","FAIL TO DSPLY MUNI METER RECPT","020","NY","TRAFFIC"
"T730995C","NY","OMT","9148277848","08/17/2024","07:46A","FIRE HYDRANT","028","NY","TRAFFIC"
"LSL4275","PA","PAS","9148307361","08/26/2024","07:03A","FIRE HYDRANT","046","BX","TRAFFIC"
"PG529R","FL","PAS","9148331892","08/06/2024","06:21A","FIRE HYDRANT","062","K","TRAFFIC"
"4LWW15","MA","999","9148333694","08/08/2024","07:08A","FIRE HYDRANT","062","K","TRAFFIC"
"QFC2810","GA","PAS","9148343195","08/04/2024","09:12A","FIRE HYDRANT","067","K","TRAFFIC"
"S45RPA","NJ","PAS","9148350072","08/06/2024","11:49A","FIRE HYDRANT","067","K","TRAFFIC"
"S1997047","GA","PAS","9148362153","09/13/2024","01:46P","NO STANDING-BUS STOP","076","K","TRAFFIC"
"JRE6480","NY","PAS","9148376887","08/23/2024","02:33P","VIN OBSCURED","084","K","TRAFFIC"
"5148216","ME","PAS","9148391610","08/22/2024","01:03P","DETACHED TRAILER","075","K","TRAFFIC"
"5YHP767","CA","PAS","9148407070","10/01/2024","05:26A","SAFETY ZONE","112","Q","TRAFFIC"
"PNB6533","MS","PAS","9148411220","08/23/2024","01:37P","VIN OBSCURED","103","Q","TRAFFIC"
"C335524","CT","CMB","9148484507","08/28/2024","10:34A","FAIL TO DISP. MUNI METER RECPT","013","NY","TRAFFIC"
"54BH196","AL","PAS","9148505602","08/08/2024","05:04P","VIN OBSCURED","018","NY","TRAFFIC"
"46500NE","NY","COM","9148507337","08/15/2024","02:12P","NO STANDING-DAY/TIME LIMITS","014","NY","TRAFFIC"
"G1445M","FL","PAS","9148519674","08/26/2024","05:38A","CROSSWALK","032","NY","TRAFFIC"
"UEX5281","VA","PAS","9148544668","08/25/2024","07:22A","FIRE HYDRANT","028","NY","TRAFFIC"
"MBG0765","PA","PAS","9148575215","08/07/2024","08:00A","DOUBLE PARKING","046","BX","TRAFFIC"
"AJ02516","CT","PAS","9148594120","08/28/2024","08:41A","FIRE HYDRANT","043","BX","TRAFFIC"
"BC19840","CT","PAS","9148602383","08/15/2024","10:10P","FIRE HYDRANT","047","BX","TRAFFIC"
"F22UPL","NJ","PAS","9148671563","08/09/2024","03:07P","DOUBLE PARKING","068","K","TRAFFIC"
"XW422","CT","DLR","9148701579","05/18/2025","03:40P","FIRE HYDRANT","084","K","TRAFFIC"
"AW790Z","NJ","PAS","9148859412","08/22/2024","09:43A","SAFETY ZONE","006","NY","TRAFFIC"
"198ZDA","CT","PAS","9148896020","08/23/2024","09:15P","VIN OBSCURED","018","NY","TRAFFIC"
"A99KCN","NJ","PAS","9148904594","09/10/2024","02:48P","NO STANDING-TAXI STAND","018","NY","TRAFFIC"
"2589H65","TX","PAS","9148938488","10/23/2024","06:58A","FIRE HYDRANT","049","BX","TRAFFIC"
"LVS1349","PA","PAS","9149029708","09/13/2024","08:56A","NO PARKING-STREET CLEANING","103","Q","TRAFFIC"
"KNF4590","PA","PAS","9149032161","08/25/2024","07:41A","VIN OBSCURED","106","Q","TRAFFIC"
"66975NB","NY","COM","9149051015","08/14/2024","02:17P","DOUBLE PARKING","115","Q","TRAFFIC"
"RPM1497","GA","PAS","9149111589","08/21/2024","02:43P","VIN OBSCURED","010","NY","TRAFFIC"
"J24580","VA","PAS","9149122769","08/19/2024","03:36P","FIRE HYDRANT","023","NY","TRAFFIC"
"EWAR27","FL","PAS","9149135260","08/14/2024","02:13P","EXPIRED MUNI METER","019","NY","TRAFFIC"
"5115342","ME","PAS","9149268351","08/25/2024","08:41A","DETACHED TRAILER","105","Q","TRAFFIC"
"7CB4280","MD","PAS","9149294404","09/13/2024","04:59P","CROSSWALK","109","Q","TRAFFIC"
"JG6798","WA","PAS","9149301251","08/20/2024","04:01P","NO STANDING-EXC. TRUCK LOADING","108","Q","TRAFFIC"
"MMT6614","PA","PAS","9149407259","08/19/2024","02:28P","FIRE HYDRANT","094","K","TRAFFIC"
"W73","NJ","PAS","9149523338","10/14/2024","01:00P","NO STANDING-COMM METER ZONE","001","NY","TRAFFIC"
"LLK1308","NY","PAS","9149566090","08/18/2024","07:10A","REG. STICKER-EXPIRED/MISSING","019","NY","TRAFFIC"
"SCQ1846","GA","PAS","9149585745","08/16/2024","02:02P","FAIL TO DSPLY MUNI METER RECPT","028","NY","TRAFFIC"
"FGR378","VT","PAS","9149615117","08/07/2024","08:45A","DOUBLE PARKING","046","BX","TRAFFIC"
"LND7905","PA","PAS","9149615579","08/08/2024","02:25A","FIRE HYDRANT","044","BX","TRAFFIC"
"AA699L","NJ","PAS","9149675989","08/21/2024","09:43A","NO PARKING-STREET CLEANING","102","Q","TRAFFIC"
"LLL951","MS","PAS","9149695034","08/15/2024","09:22A","FAIL TO DSPLY MUNI METER RECPT","115","Q","TRAFFIC"
"750WWL","CT","PAS","9149732924","12/06/2024","05:24A","FIRE HYDRANT","115","Q","TRAFFIC"
"K60URK","NJ","PAS","9149827492","08/24/2024","05:52P","FAIL TO DSPLY MUNI METER RECPT","009","NY","TRAFFIC"
"6EEYAA","NY","PAS","9149859213","09/01/2024","12:48P","FIRE HYDRANT","019","NY","TRAFFIC"
"S2003509","GA","PAS","9149878232","08/28/2024","10:25A","FIRE HYDRANT","033","NY","TRAFFIC"
"49329","NY","COM","9149900365","02/25/2025","02:52P","DOUBLE PARKING","019","NY","TRAFFIC"
"3714401","IN","PAS","9150137554","08/22/2024","01:38P","NO STANDING-BUS LANE","014","NY","TRAFFIC"
"2640766","ME","PAS","9150192115","09/02/2024","01:45P","DETACHED TRAILER","042","BX","TRAFFIC"
"775HD","AL","PAS","9150193016","09/05/2024","03:34P","NO STANDING-BUS STOP","048","BX","TRAFFIC"
"BLANKPLATE","99","999","9150240109","08/12/2024","01:19P","SIDEWALK","077","K","TRAFFIC"
"NUH119","IA","PAS","9150277108","08/21/2024","04:15P","NO STANDING-DAY/TIME LIMITS","108","Q","TRAFFIC"
"C350745","CT","CMB","9150358364","09/05/2024","10:47A","NO STANDING-BUS STOP","018","NY","TRAFFIC"
"S3514279","GA","PAS","9150436338","08/20/2024","03:20P","FIRE HYDRANT","047","BX","TRAFFIC"
"JYD6692","PA","PAS","9150477821","08/27/2024","07:35A","FIRE HYDRANT","061","K","TRAFFIC"
"21TY52","NY","MOT","9150535444","08/13/2024","11:16P","SIDEWALK","081","K","TRAFFIC"
"XLN3800","PA","PAS","9150548761","10/02/2024","06:03P","DETACHED TRAILER","122","R","TRAFFIC"
"7964N01","TX","PAS","9150555704","08/22/2024","07:21A","OBSTRUCTING DRIVEWAY","106","Q","TRAFFIC"
"S2009078","GA","PAS","9150569727","09/17/2024","10:07A","NO PARKING-STREET CLEANING","112","Q","TRAFFIC"
"PZVE07","FL","PAS","9150604004","09/04/2024","03:28P","NO STANDING-COMM METER ZONE","013","NY","TRAFFIC"
"4247172","PA","PAS","9150648925","09/16/2024","01:11P","NO STANDING-DAY/TIME LIMITS","014","NY","TRAFFIC"
"EQL8254","MI","PAS","9150654822","09/20/2024","04:53P","NO STANDING EXCP D/S","018","NY","TRAFFIC"
"C105EK","GA","PAS","9150663203","08/29/2024","12:01P","NO STANDING-DAY/TIME LIMITS","017","NY","TRAFFIC"
"JCZ7858","PA","PAS","9150670001","08/19/2024","05:53A","FIRE HYDRANT","026","NY","TRAFFIC"
"973995T","NJ","PAS","9150677070","08/19/2024","02:27P","FIRE HYDRANT","033","NY","TRAFFIC"
"WY9247","MS","PAS","9150716426","08/29/2024","03:24P","BIKE LANE","052","BX","TRAFFIC"
"TSG1419","NY","PAS","9150887130","09/07/2024","11:10A","REG. STICKER-EXPIRED/MISSING","019","NY","TRAFFIC"
"764PPR","TN","PAS","9150912010","08/21/2024","06:38A","BIKE LANE","041","BX","TRAFFIC"
"4FB6264","MD","PAS","9150913906","08/26/2024","09:07A","FIRE HYDRANT","049","BX","TRAFFIC"
"8FTP829","CA","PAS","9150914510","08/27/2024","09:47A","FIRE HYDRANT","040","BX","TRAFFIC"
"BLANKPLATE","99","999","9150925696","08/26/2024","06:48A","FIRE HYDRANT","041","BX","TRAFFIC"
"B0JMY","FL","PAS","9150945701","08/20/2024","06:28A","FIRE HYDRANT","107","Q","TRAFFIC"
"PTC9207","GA","PAS","9150986399","08/25/2024","07:49A","FIRE HYDRANT","023","NY","TRAFFIC"
"PFL8K","FL","PAS","9151029005","08/28/2024","08:53A","NO STANDING-DAY/TIME LIMITS","084","K","TRAFFIC"
"E29MNK","NJ","PAS","9151042400","08/25/2024","00:39A","NO STANDING-BUS STOP","103","Q","TRAFFIC"
"3528229","IN","PAS","9151077450","08/29/2024","11:44A","NO STANDING-DAY/TIME LIMITS","013","NY","TRAFFIC"
"ZWC5227","PA","PAS","9151127854","08/30/2024","01:21P","FIRE HYDRANT","018","NY","TRAFFIC"
"C39UUF","NJ","PAS","9151160997","08/23/2024","07:52A","NO STANDING-EXC. TRUCK LOADING","023","NY","TRAFFIC"
"HPM7658","PA","PAS","9151170528","08/23/2024","02:49P","FIRE HYDRANT","019","NY","TRAFFIC"
"GV4061","WA","PAS","9151177584","09/03/2024","12:14P","NO PARKING-STREET CLEANING","034","NY","TRAFFIC"
"GRS8225","PA","PAS","9151197236","08/30/2024","02:26P","FIRE HYDRANT","033","NY","TRAFFIC"
"S1961186","GA","PAS","9151233186","08/24/2024","06:29A","FIRE HYDRANT","050","BX","TRAFFIC"
"S1847525","GA","PAS","9151233836","08/27/2024","07:30A","FIRE HYDRANT","047","BX","TRAFFIC"
"2525733","ME","PAS","9151237180","08/26/2024","01:20P","DETACHED TRAILER","042","BX","TRAFFIC"
"G5595L","FL","PAS","9151276641","08/27/2024","08:15A","SIDEWALK","107","Q","TRAFFIC"
"1ZK962","MA","PAS","9151278080","09/04/2024","08:01A","FIRE HYDRANT","102","Q","TRAFFIC"
"BC92606","AL","PAS","9151291447","10/01/2024","02:15P","VIN OBSCURED","106","Q","TRAFFIC"
"PL567Z","FL","PAS","9151326607","08/23/2024","08:20A","NO PARKING-STREET CLEANING","115","Q","TRAFFIC"
"X54WDB","NJ","PAS","9151331706","03/13/2026","05:27P","NO PARKING-DAY/TIME LIMITS","115","Q","TRAFFIC"
"RA11355","MS","PAS","9151396865","08/24/2024","09:12A","FAIL TO DSPLY MUNI METER RECPT","001","NY","TRAFFIC"
"ZJV5095","NY","ITP","9151407620","08/28/2024","10:07A","VIN OBSCURED","007","NY","TRAFFIC"
"BLANKPLATE","99","999","9151410450","08/27/2024","03:05P","FIRE HYDRANT","001","NY","TRAFFIC"
"ZKX3291","PA","PAS","9151447095","08/29/2024","03:41P","FAIL TO DISP. MUNI METER RECPT","014","NY","TRAFFIC"
"XPL924","AZ","PAS","9151487159","09/14/2024","08:56A","FAIL TO DSPLY MUNI METER RECPT","023","NY","TRAFFIC"
"12BP51","TN","PAS","9151508746","09/09/2024","09:00A","NO PARKING-STREET CLEANING","047","BX","TRAFFIC"
"004399D","TN","PAS","9151532323","08/21/2024","07:20A","DOUBLE PARKING","071","K","TRAFFIC"
"MEDZHYBI","TX","PAS","9151588407","09/03/2024","12:34P","FIRE HYDRANT","066","K","TRAFFIC"
"S2033625","GA","PAS","9151596933","09/23/2024","09:47A","FIRE HYDRANT","122","R","TRAFFIC"
"030377V","NJ","PAS","9151613852","11/25/2024","12:01P","NO STANDING-DAY/TIME LIMITS","103","Q","TRAFFIC"
"S1973593","GA","PAS","9151665359","09/04/2024","09:09A","FAIL TO DSPLY MUNI METER RECPT","108","Q","TRAFFIC"
"KZU4977","NY","PAS","9151835745","08/29/2024","02:14P","SIDEWALK","120","R","TRAFFIC"
"GPZ3261","PA","PAS","9151865932","09/13/2024","09:23A","FIRE HYDRANT","108","Q","TRAFFIC"
"MHN6757","PA","PAS","9151913100","09/03/2024","08:38A","FAIL TO DSPLY MUNI METER RECPT","009","NY","TRAFFIC"
"C75KPY","NJ","PAS","9151917257","08/29/2024","08:19P","NO STANDING-DAY/TIME LIMITS","006","NY","TRAFFIC"
"YDA1MD","AZ","PAS","9151944250","09/30/2024","11:37A","NO PARKING-DAY/TIME LIMITS","006","NY","TRAFFIC"
"KX963V","FL","PAS","9151961120","08/30/2024","10:39A","NO STANDING-COMM METER ZONE","018","NY","TRAFFIC"
"FXX2522","OH","PAS","9152066186","08/29/2024","09:00A","NO PARKING-STREET CLEANING","062","K","TRAFFIC"
"CODER3D","NY","PAS","9152111702","09/12/2024","04:30P","REG. STICKER-EXPIRED/MISSING","106","Q","TRAFFIC"
"S2088835","GA","PAS","9152204534","11/19/2024","03:47P","DOUBLE PARKING","017","NY","TRAFFIC"
"C604137","NJ","PAS","9152204984","11/20/2024","01:30P","DOUBLE PARKING","018","NY","TRAFFIC"
"LRM9125","PA","PAS","9152220126","09/14/2024","05:24P","EXPIRED MUNI METER","020","NY","TRAFFIC"
"A27SDW","FL","PAS","9152343480","09/11/2024","02:19P","EXPIRED MUNI METER","109","Q","TRAFFIC"
"T74UVP","NJ","PAS","9152348362","09/11/2024","03:04P","EXPIRED MUNI METER","009","NY","TRAFFIC"
"36DM42","SD","PAS","9152361378","09/30/2024","07:29A","FIRE HYDRANT","023","NY","TRAFFIC"
"N75URJ","NJ","PAS","9152397518","10/18/2024","03:49P","DOUBLE PARKING","046","BX","TRAFFIC"
"513570D","MT","PAS","9152490300","09/08/2024","02:28P","FIRE HYDRANT","115","Q","TRAFFIC"
"AF72570","CT","PAS","9152491092","09/15/2024","01:07P","FIRE HYDRANT","115","Q","TRAFFIC"
"G2013K","FL","PAS","9152494720","10/14/2024","01:26P","FAIL TO DSPLY MUNI METER RECPT","115","Q","TRAFFIC"
"TUC7124","VA","PAS","9152501887","09/12/2024","09:02A","VIN OBSCURED","013","NY","TRAFFIC"
"T2970","WY","PAS","9152518061","09/18/2024","01:50P","FIRE HYDRANT","001","NY","TRAFFIC"
"U28UTT","NJ","PAS","9152531181","09/02/2024","12:30P","FIRE HYDRANT","001","NY","TRAFFIC"
"XKVN84","NJ","PAS","9152554168","09/13/2024","07:37A","FAIL TO DISP. MUNI METER RECPT","014","NY","TRAFFIC"
"EDW825","GA","PAS","9152578630","09/16/2024","08:11A","NO PARKING-STREET CLEANING","020","NY","TRAFFIC"
"LVLE42","NJ","PAS","9152581743","09/09/2024","11:45A","NO PARKING-STREET CLEANING","024","NY","TRAFFIC"
"PC337481","DE","PAS","9152634619","09/13/2024","07:21A","FIRE HYDRANT","044","BX","TRAFFIC"
"YDA1MD","AZ","PAS","9152679469","09/20/2024","08:17A","FIRE HYDRANT","067","K","TRAFFIC"
"RGC2589","UT","PAS","9152696315","09/09/2024","04:26P","FIRE HYDRANT","083","K","TRAFFIC"
"NS","NY","999","9152710038","08/29/2024","09:50A","SIDEWALK","104","Q","TRAFFIC"
"C333024","CT","CMB","9152711330","09/03/2024","07:00A","CROSSWALK","104","Q","TRAFFIC"
"HZG5144","NY","PAS","9152735163","08/27/2024","07:24A","VIN OBSCURED","109","Q","TRAFFIC"
"625BM2","NY","MOT","9152750577","08/28/2024","09:03A","NO STANDING-HOTEL LOADING","017","NY","TRAFFIC"
"AM77096","CT","PAS","9152753414","09/05/2024","03:51P","FIRE HYDRANT","017","NY","TRAFFIC"
"S366010","OH","PAS","9152825747","09/02/2024","12:46P","FIRE HYDRANT","018","NY","TRAFFIC"
"609YTW","IA","PAS","9152880126","08/21/2024","09:34A","DOUBLE PARKING","046","BX","TRAFFIC"
"BLANKPLATE","99","999","9152898490","10/03/2024","09:42A","DOUBLE PARKING","042","BX","TRAFFIC"
"LFF6851","PA","PAS","9152901579","08/22/2024","03:12P","FIRE HYDRANT","045","BX","TRAFFIC"
"S1982650","GA","PAS","9152998575","09/05/2024","08:41P","FIRE HYDRANT","061","K","TRAFFIC"
"W75DUG","NJ","PAS","9153021290","09/06/2024","09:26A","FAIL TO DSPLY MUNI METER RECPT","103","Q","TRAFFIC"
"F11JUM","NJ","PAS","9153039920","09/14/2024","10:21P","FIRE HYDRANT","103","Q","TRAFFIC"
"MMN6656","PA","PAS","9153128692","09/25/2024","08:16A","CROSSWALK","034","NY","TRAFFIC"
"S2021784","GA","PAS","9153150594","09/04/2024","10:18A","NO PARKING-STREET CLEANING","033","NY","TRAFFIC"
"BK78604","CT","PAS","9153156377","09/07/2024","06:55A","FIRE HYDRANT","023","NY","TRAFFIC"
"S2035418","GA","PAS","9153167235","09/13/2024","12:03P","NO STANDING-BUS STOP","042","BX","TRAFFIC"
"D99PES","NJ","PAS","9153256475","08/30/2024","10:05A","NO PARKING-STREET CLEANING","115","Q","TRAFFIC"
"994171T","NJ","PAS","9153305206","09/11/2024","01:14P","DOUBLE PARKING","017","NY","TRAFFIC"
"LXG0174","PA","PAS","9153313586","08/31/2024","01:51P","FIRE HYDRANT","009","NY","TRAFFIC"
"KNV2506","PA","PAS","9153317439","09/12/2024","01:24P","NO STANDING-EXC. TRUCK LOADING","005","NY","TRAFFIC"
"G9590L","FL","PAS","9153319485","09/20/2024","03:48P","NO STANDING-DAY/TIME LIMITS","005","NY","TRAFFIC"
"50269ML","NY","COM","9153333573","09/10/2024","08:38A","BIKE LANE","001","NY","TRAFFIC"
"RRUK18","NJ","PAS","9153342665","10/16/2025","01:35P","DOUBLE PARKING","014","NY","TRAFFIC"
"Z67USY","NJ","PAS","9153357991","11/21/2024","11:07A","SAFETY ZONE","018","NY","TRAFFIC"
"EK76208","IL","PAS","9153373388","09/12/2024","10:32P","DOUBLE PARKING","025","NY","TRAFFIC"
"E16PEB","QB","PAS","9153384246","09/24/2024","03:08P","FIRE HYDRANT","034","NY","TRAFFIC"
"103M606","MI","PAS","9153467759","09/07/2024","07:08A","NO STANDING-DAY/TIME LIMITS","070","K","TRAFFIC"
"AA99189","CT","PAS","9153507071","08/31/2024","12:38P","NO STANDING-COMM METER ZONE","084","K","TRAFFIC"
"BLANKPLATE","99","999","9153511037","09/05/2024","07:13A","FIRE HYDRANT","075","K","TRAFFIC"
"KCW0000","NY","999","9153515018","09/18/2024","04:10P","SIDEWALK","090","K","TRAFFIC"
"S2014398","GA","PAS","9153551060","09/07/2024","08:36A","NO PARKING-STREET CLEANING","115","Q","TRAFFIC"
"3208433","IN","PAS","9153588630","10/03/2024","10:01A","FAIL TO DISP. MUNI METER RECPT","013","NY","TRAFFIC"
"AN38725","CT","PAS","9153603450","09/20/2024","08:36A","NO PARKING-DAY/TIME LIMITS","014","NY","TRAFFIC"
"ABHA49","CO","PAS","9153688958","09/13/2024","12:28P","CROSSWALK","048","BX","TRAFFIC"
"RJX4361","GA","PAS","9153718264","09/20/2024","11:24P","VIN OBSCURED","046","BX","TRAFFIC"
"LTR870","MN","PAS","9153818398","09/20/2024","08:19A","FIRE HYDRANT","104","Q","TRAFFIC"
"AP29799","CT","COM","9153832747","09/13/2024","03:21A","STORAGE-3HR COMMERCIAL","104","Q","TRAFFIC"
"3A72D20","AL","PAS","9153844002","09/28/2024","10:21A","FAIL TO DSPLY MUNI METER RECPT","115","Q","TRAFFIC"
"BLANKPLATE","99","999","9153917376","09/20/2024","08:28A","SIDEWALK","005","NY","TRAFFIC"
"XPVD90","NJ","PAS","9153960610","09/03/2024","02:08P","NO STANDING-BUS STOP","014","NY","TRAFFIC"
"Y32RCZ","NJ","PAS","9153976563","09/04/2024","09:02A","FIRE HYDRANT","028","NY","TRAFFIC"
"5228XJ","VA","PAS","9153993457","09/05/2024","06:39A","CROSSWALK","047","BX","TRAFFIC"
"BJ69574","CT","PAS","9154009868","09/09/2024","06:14A","DOUBLE PARKING","043","BX","TRAFFIC"
"JAHONGIR","PA","PAS","9154013677","09/04/2024","07:06A","SIDEWALK","061","K","TRAFFIC"
"AB85645","CT","PAS","9154019590","10/05/2024","08:57A","NO STANDING-BUS STOP","072","K","TRAFFIC"
"624ZXN","CT","PAS","9154165416","09/12/2024","08:36A","FIRE HYDRANT","006","NY","TRAFFIC"
"JZX6866","PA","PAS","9154175100","09/11/2024","04:11P","NO STANDING-DAY/TIME LIMITS","017","NY","TRAFFIC"
"C89382S","WA","PAS","9154178095","10/05/2024","03:42P","NO PARKING-DAY/TIME LIMITS","014","NY","TRAFFIC"
"7XVZ129","CA","PAS","9154194015","09/14/2024","07:17A","FIRE HYDRANT","034","NY","TRAFFIC"
"KHT3885","PA","PAS","9154199669","09/21/2024","07:25A","FIRE HYDRANT","023","NY","TRAFFIC"
"BLANKPLATE","99","999","9154239357","09/03/2024","03:41A","DOUBLE PARKING","043","BX","TRAFFIC"
"8DX1751","MD","PAS","9154243920","09/06/2024","08:00A","FIRE HYDRANT","062","K","TRAFFIC"
"LDF9775","NY","PAS","9154261960","10/01/2024","04:10P","FIRE HYDRANT","083","K","TRAFFIC"
"BA88213","CT","COM","9154352277","11/05/2024","08:10A","TRAFFIC LANE","005","NY","TRAFFIC"
"63207MM","NY","COM","9154393164","09/30/2024","10:54A","FAIL TO DISP. MUNI METER RECPT","005","NY","TRAFFIC"
"1QZ541","RI","PAS","9154397078","09/09/2024","03:39P","DOUBLE PARKING","001","NY","TRAFFIC"
"JMD8892","PA","PAS","9154444214","10/04/2024","07:55A","FIRE HYDRANT","019","NY","TRAFFIC"
"4YT961","MA","PAS","9154495738","09/10/2024","03:28P","FIRE HYDRANT","048","BX","TRAFFIC"
"2XCR52","MA","PAS","9154507881","10/01/2024","01:19P","DOUBLE PARKING","044","BX","TRAFFIC"
"ZKA9635","NY","ITP","9154525263","09/25/2024","12:30P","CROSSWALK","066","K","TRAFFIC"
"ZKN1612","NJ","PAS","9154599842","06/26/2025","08:17A","FIRE HYDRANT","120","R","TRAFFIC"
"ZJY9468","NY","PAS","9154603092","09/30/2024","07:32A","FIRE HYDRANT","120","R","TRAFFIC"
"LCC0088","PA","PAS","9154607607","10/13/2024","01:22P","FIRE HYDRANT","106","Q","TRAFFIC"
"KXX9399","PA","PAS","9154685655","09/05/2024","05:29P","VIN OBSCURED","013","NY","TRAFFIC"
"183192D","MT","PAS","9154686933","09/15/2024","06:41A","NO STANDING-EXC. AUTH. VEHICLE","013","NY","TRAFFIC"
"H11SAT","NJ","PAS","9154700024","09/11/2024","02:31P","NO STANDING-COMM METER ZONE","009","NY","TRAFFIC"
"KT9549","FL","PAS","9154745019","09/04/2024","11:20A","BIKE LANE","034","NY","TRAFFIC"
"T48UYA","NJ","PAS","9154748719","09/17/2024","08:15A","NO PARKING-STREET CLEANING","033","NY","TRAFFIC"
"124580","VA","PAS","9154785145","09/07/2024","08:00A","FIRE HYDRANT","048","BX","TRAFFIC"
"245133T","TN","PAS","9154806112","09/04/2024","01:26P","DETACHED TRAILER","042","BX","TRAFFIC"
"5392LH","ME","PAS","9154817699","10/28/2024","11:57A","VIN OBSCURED","070","K","TRAFFIC"
"XQA316","GA","PAS","9154842694","09/23/2024","10:42A","NO STANDING-DAY/TIME LIMITS","070","K","TRAFFIC"
"7RBF796","CA","PAS","9154882102","09/13/2024","06:04P","FIRE HYDRANT","079","K","TRAFFIC"
"F27HRF","NJ","PAS","9154916926","11/25/2024","08:13A","NO PARKING-STREET CLEANING","114","Q","TRAFFIC"
"CE32Y","MI","PAS","9155014239","10/05/2024","09:13A","CROSSWALK","006","NY","TRAFFIC"
"3684018","IN","PAS","9155049760","11/17/2024","01:33P","CROSSWALK","014","NY","TRAFFIC"
"AKEW83","FL","PAS","9155055114","03/07/2025","12:59P","DOUBLE PARKING","013","NY","TRAFFIC"
"CBLJR","NY","SPO","9155060160","09/15/2024","11:58A","NO STOPPING-DAY/TIME LIMITS","017","NY","TRAFFIC"
"4633538","NH","PAS","9155067852","09/19/2024","07:10A","NO STANDING-DAY/TIME LIMITS","023","NY","TRAFFIC"
"80790ND","NY","COM","9155098060","09/28/2024","09:15A","FIRE HYDRANT","020","NY","TRAFFIC"
"S1970501","GA","PAS","9155146521","09/10/2024","07:15A","FIRE HYDRANT","046","BX","TRAFFIC"
"KQWN39","NJ","PAS","9155148657","09/16/2024","12:32P","EXPIRED MUNI METER","048","BX","TRAFFIC"
